DATE,CODE,NAME,12m Low,12m High,Day Low,Day High,Day Price,Previous,Change,Change%,Volume,Adjust
24-Jan-20,IMH,I & M Holdings Plc,43.1,59,57.5,57.5,57.5,57,0.5,0.88%,"35,800",-
24-Jan-20,KCB,KCB Group Plc,33.75,55.5,51.5,52,51.75,51.5,0.25,0.49%,"1,158,500",-
24-Jan-20,NBK,National Bank of Kenya Ltd,3.4,4.33,4.12,4.12,4.12,4.12,-,-,-,-
24-Jan-20,NCBA,NCBA Group Plc,24.9,40,36.4,36.5,36.5,36.4,0.1,0.27%,"91,600",-
24-Jan-20,SBIC,Stanbic Holdings Plc,76,118.5,100.5,100.75,100.75,106,-5.25,4.95%,500,-
24-Jan-20,SCBK,Standard Chartered Bank Kenya Ltd,155,220,205,209,205,203.5,1.5,0.74%,"24,500",-
24-Jan-20,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
24-Jan-20,EVRD,Eveready East Africa Ltd,0.75,1.28,1.04,1.14,1.07,1.1,-0.03,2.73%,"2,000",-
24-Jan-20,XPRS,Express Kenya Plc,3.5,7.34,6.26,6.26,6.26,6.26,-,-,-,-
24-Jan-20,KQ,Kenya Airways Plc,0.8,4.95,2.25,2.55,2.4,2.39,0.01,0.42%,"23,900",-
24-Jan-20,LKL,Longhorn Publishers Plc,4.26,8.2,6.18,6.2,6.18,6.24,-0.06,0.96%,"4,200",-
24-Jan-20,NBV,Nairobi Business Ventures Ltd,0.49,0.99,0.7,0.7,0.7,0.7,-,-,"2,100",-
24-Jan-20,NMG,Nation Media Group Plc,10.9,48,35,35.5,35,35,-,-,"2,100",-
24-Jan-20,SMER,Sameer Africa Plc,1.91,4.69,2.56,2.56,2.56,2.65,-0.09,3.40%,"2,000",-
24-Jan-20,SGL,Standard Group Plc,18,31,27,27,27,27,-,-,-,-
24-Jan-20,TPSE,TPS Eastern Africa (Serena) Ltd,11.5,21.15,18,18.5,18.1,17.85,0.25,1.40%,"1,500",-
24-Jan-20,UCHM,Uchumi Supermarket Plc,0.23,0.4,0.28,0.29,0.28,0.27,0.01,3.70%,"2,000",-
24-Jan-20,SCAN,WPP ScanGroup Plc,11,25,18.65,18.65,18.65,18.65,-,-,-,-
24-Jan-20,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
24-Jan-20,BAMB,Bamburi Cement Ltd,24.9,115,69.25,72.75,70.5,69.25,1.25,1.81%,"10,900",-
24-Jan-20,CRWN,Crown Paints Kenya Plc,45,85,66,66,66,66,-,-,-,-
24-Jan-20,CABL,East African Cables Ltd,1.44,3.98,2.45,2.5,2.5,2.5,-,-,"10,600",-
24-Jan-20,PORT,East African Portland Cement Ltd,12.6,18.5,13,13,13,13,-,-,"1,200",-
24-Jan-20,KEGN,Kenya Electricity Generating Company Plc,4,6.3,5.54,5.6,5.58,5.58,-,-,"95,500",-
24-Jan-20,KPLC-P4,KPLC-P4,5,5,5,5,5,5,-,-,-,-
24-Jan-20,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
24-Jan-20,KPLC,Kenya Power and Lighting Company Plc,1.63,4.1,2.9,3,2.94,2.92,0.02,0.68%,"10,500",-
24-Jan-20,TOTL,Total Kenya Ltd,22,30,28.15,28.15,28.15,28.15,-,-,100,-
24-Jan-20,UMME,Umeme Ltd,5.68,8.6,8,8,8,8,-,-,100,-
24-Jan-20,BRIT,Britam Holdings Plc,5.7,10.65,9.2,9.5,9.24,9.36,-0.12,1.28%,"36,200",-
24-Jan-20,CIC,CIC Insurance Group Ltd,2,3.65,2.9,2.95,2.92,2.95,-0.03,1.02%,"82,800",-
24-Jan-20,JUB,Jubilee Holdings Ltd,225,380,360,360,360,360,-,-,-,-
24-Jan-20,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,3,3.09,3,3,-,-,"157,900",-
24-Jan-20,LBTY,Liberty Kenya Holdings Ltd,6.8,10.95,10.3,10.5,10.35,10.3,0.05,0.49%,"3,600",-
24-Jan-20,SLAM,Sanlam Kenya Plc,12.8,19.5,17,18.8,17.3,17.5,-0.2,1.14%,"8,900",-
24-Jan-20,CTUM,Centum Investment Company Plc,19.6,33.5,29,29,29,29,-,-,"2,000",-
24-Jan-20,HAFR,Home Afrika Ltd,0.3,0.69,0.5,0.6,0.52,0.55,-0.03,5.45%,"213,800",-
24-Jan-20,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",-,-,-,-
24-Jan-20,OCH,Olympia Capital Holdings Ltd,1.9,2.9,2.2,2.3,2.24,2.2,0.04,1.82%,"2,100",-
24-Jan-20,TCL,Trans-Century Plc,1.42,3.95,2.31,2.31,2.31,2.31,-,-,300,-
24-Jan-20,NSE,Nairobi Securities Exchange Plc,6.5,13,11.5,11.5,11.5,11.85,-0.35,2.95%,"22,300",-
24-Jan-20,BOC,BOC Kenya Plc,53,72,63,63,63,63,-,-,-,-
24-Jan-20,BAT,British American Tobacco Kenya Plc,305,545,490,491,490,489.25,0.75,0.15%,"5,200",-
24-Jan-20,CARB,Carbacid Investments Plc,7.1,9.4,9,9,9,9,-,-,"1,000",-
24-Jan-20,EABL,East African Breweries Ltd,135,222.25,215,216,215,212.75,2.25,1.06%,"53,700",-
24-Jan-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,1.9,1.9,1.9,1.9,-,-,-,-
24-Jan-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.5,12.5,12.5,12.5,-,-,-,-
24-Jan-20,UNGA,Unga Group Ltd,26.1,36.5,31,31,31,31.85,-0.85,2.67%,300,-
24-Jan-20,SCOM,Safaricom Plc,23.5,33.5,31.2,32,31.3,31.55,-0.25,0.79%,"7,263,900",-
24-Jan-20,FAHR,Stanlib Fahari Income-REIT,5.5,10,9,9.78,9.06,8.98,0.08,0.89%,"7,000",-
24-Jan-20,GLD,ABSA NewGold ETF,"1,235.00","1,860.00","1,470.00","1,470.00","1,470.00","1,470.00",-,-,-,-
24-Jan-20,^FNK15,FTSE NSE Kenya 15 Index,154.41,227.73,218.59,220.05,219.15,219.04,0.11,0.05%,-,-
24-Jan-20,^FNK25,FTSE NSE Kenya 25 Index,162.87,238.71,226.88,229.02,227.37,227.58,-0.21,0.09%,-,-
24-Jan-20,^N20I,NSE 20-Share Index,"1,873.47","2,766.77","2,642.50","2,642.50","2,642.50","2,642.31",0.19,0.01%,-,-
24-Jan-20,^N25I,NSE 25-Share Index,"2,943.60","4,207.90","4,075.32","4,075.32","4,075.32","4,081.15",-5.83,0.14%,-,-
24-Jan-20,^NASI,NSE All-Share Index,124.3,171.36,164.98,164.98,164.98,165.53,-0.55,0.33%,-,-
24-Jan-20,^ZKEQTK,Zamara Kenya Equity Index (KES),"1,513.07","2,242.89","2,163.19","2,163.19","2,163.19","2,158.87",4.32,0.20%,-,-
24-Jan-20,^ZKEQTU,Zamara Kenya Equity Index (USD),"1,225.28","1,905.40","1,845.90","1,845.90","1,845.90","1,842.21",3.69,0.20%,-,-
27-Jan-20,EGAD,Eaagads Ltd,8.2,14,10.05,10.05,10.05,10.05,-,-,-,-
27-Jan-20,KUKZ,Kakuzi Plc,300,423.5,310,310,310,310,-,-,100,-
27-Jan-20,KAPC,Kapchorua Tea Kenya Plc,59,95,77.5,77.5,77.5,81.5,-4,4.91%,300,-
27-Jan-20,LIMT,Limuru Tea Plc,385,475,440,440,440,440,-,-,-,-
27-Jan-20,SASN,Sasini Plc,14.8,19,17.8,18,18,18,-,-,"4,100",-
27-Jan-20,WTK,Williamson Tea Kenya Plc,92,165,126,133,132.25,133,-0.75,0.56%,900,-
27-Jan-20,CGEN,Car and General (K) Ltd,20,26,24,24,24,24,-,-,-,-
27-Jan-20,ABSA,ABSA Bank Kenya Plc,8.96,14.2,12.95,13.25,13.05,13.1,-0.05,0.38%,"257,900",-
27-Jan-20,BKG,BK Group Plc,16.4,28,22.65,22.7,22.7,22.7,-,-,"1,125,700",-
27-Jan-20,COOP,Co-operative Bank of Kenya Ltd,10.5,17,15.4,15.8,15.55,15.6,-0.05,0.32%,"291,600",-
27-Jan-20,DTK,Diamond Trust Bank Kenya Ltd,67,127,115,116,115,116.75,-1.75,1.50%,"41,800",-
27-Jan-20,EQTY,Equity Group Holdings Plc,30.5,55.5,50.5,51.25,51,51.5,-0.5,0.97%,"864,800",-
27-Jan-20,HFCK,HF Group Ltd,3.49,7.9,5.6,5.8,5.72,5.7,0.02,0.35%,"21,900",-
27-Jan-20,IMH,I & M Holdings Plc,43.1,59,57,57.5,57.25,57.5,-0.25,0.43%,"25,500",-
27-Jan-20,KCB,KCB Group Plc,33.75,55.5,51.75,52.25,52,51.75,0.25,0.48%,"1,694,100",-
27-Jan-20,NBK,National Bank of Kenya Ltd,3.4,4.33,4.12,4.12,4.12,4.12,-,-,-,-
27-Jan-20,NCBA,NCBA Group Plc,24.9,40,36.25,36.5,36.3,36.5,-0.2,0.55%,"202,100",-
27-Jan-20,SBIC,Stanbic Holdings Plc,76,118.5,101,102,101.25,100.75,0.5,0.50%,400,-
27-Jan-20,SCBK,Standard Chartered Bank Kenya Ltd,155,220,202.25,208,205,205,-,-,"6,000",-
27-Jan-20,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
27-Jan-20,EVRD,Eveready East Africa Ltd,0.75,1.28,1.05,1.17,1.14,1.07,0.07,6.54%,"2,300",-
27-Jan-20,XPRS,Express Kenya Plc,3.5,7.34,6.26,6.26,6.26,6.26,-,-,-,-
27-Jan-20,KQ,Kenya Airways Plc,0.8,4.98,2.3,2.5,2.38,2.4,-0.02,0.83%,"9,700",-
27-Jan-20,LKL,Longhorn Publishers Plc,4.26,8.2,6.1,6.18,6.12,6.18,-0.06,0.97%,"20,200",-
27-Jan-20,NBV,Nairobi Business Ventures Ltd,0.49,0.99,0.7,0.7,0.7,0.7,-,-,200,-
27-Jan-20,NMG,Nation Media Group Plc,11.4,48,34.8,37.75,35.1,35,0.1,0.29%,"9,600",-
27-Jan-20,SMER,Sameer Africa Plc,1.91,4.69,2.7,2.7,2.7,2.56,0.14,5.47%,100,-
27-Jan-20,SGL,Standard Group Plc,18,31,26.95,26.95,26.95,27,-0.05,0.19%,100,-
27-Jan-20,TPSE,TPS Eastern Africa (Serena) Ltd,11.5,21.15,17.6,18,17.65,18.1,-0.45,2.49%,"1,200",-
27-Jan-20,UCHM,Uchumi Supermarket Plc,0.23,0.4,0.26,0.28,0.27,0.28,-0.01,3.57%,"7,200",-
27-Jan-20,SCAN,WPP ScanGroup Plc,11,25,18.6,18.65,18.6,18.65,-0.05,0.27%,"6,100",-
27-Jan-20,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
27-Jan-20,BAMB,Bamburi Cement Ltd,24.9,115,66,70.5,70.25,70.5,-0.25,0.35%,"2,700",-
27-Jan-20,CRWN,Crown Paints Kenya Plc,45,85,66,66,66,66,-,-,-,-
27-Jan-20,CABL,East African Cables Ltd,1.44,3.98,2.25,2.5,2.37,2.5,-0.13,5.20%,"12,400",-
27-Jan-20,PORT,East African Portland Cement Ltd,12.6,18.5,13,13,13,13,-,-,700,-
27-Jan-20,KEGN,Kenya Electricity Generating Company Plc,4,6.3,5.58,5.7,5.6,5.58,0.02,0.36%,"138,000",-
27-Jan-20,KPLC-P4,KPLC-P4,5,5,5,5,5,5,-,-,-,-
27-Jan-20,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
27-Jan-20,KPLC,Kenya Power and Lighting Company Plc,1.63,4.1,2.89,2.99,2.91,2.94,-0.03,1.02%,"264,100",-
27-Jan-20,TOTL,Total Kenya Ltd,22,30,28.15,28.4,28.2,28.15,0.05,0.18%,500,-
27-Jan-20,UMME,Umeme Ltd,5.68,8.6,8.06,8.2,8.2,8,0.2,2.50%,"10,100",-
27-Jan-20,BRIT,Britam Holdings Plc,5.7,10.65,9.2,9.5,9.32,9.24,0.08,0.87%,"45,100",-
27-Jan-20,CIC,CIC Insurance Group Ltd,2,3.65,2.85,2.95,2.86,2.92,-0.06,2.05%,"24,700",-
27-Jan-20,JUB,Jubilee Holdings Ltd,225,380,360,360,360,360,-,-,-,-
27-Jan-20,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,3,3.05,3,3,-,-,"160,900",-
27-Jan-20,LBTY,Liberty Kenya Holdings Ltd,6.8,10.95,10,10.05,10,10.35,-0.35,3.38%,"1,200",-
27-Jan-20,SLAM,Sanlam Kenya Plc,12.8,19.5,18,18,18,17.3,0.7,4.05%,500,-
27-Jan-20,CTUM,Centum Investment Company Plc,19.6,33.5,28.8,29,28.9,29,-0.1,0.34%,"194,400",-
27-Jan-20,HAFR,Home Afrika Ltd,0.3,0.69,0.47,0.51,0.5,0.52,-0.02,3.85%,"818,900",-
27-Jan-20,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",-,-,-,-
27-Jan-20,OCH,Olympia Capital Holdings Ltd,1.9,2.9,2.2,2.2,2.2,2.24,-0.04,1.79%,200,-
27-Jan-20,TCL,Trans-Century Plc,1.42,4,2.31,2.31,2.31,2.31,-,-,-,-
27-Jan-20,NSE,Nairobi Securities Exchange Plc,6.5,13,11,11.85,11.35,11.5,-0.15,1.30%,"4,700",-
27-Jan-20,BOC,BOC Kenya Plc,53,72,63,63,63,63,-,-,100,-
27-Jan-20,BAT,British American Tobacco Kenya Plc,305,545,490,490,490,490,-,-,-,-
27-Jan-20,CARB,Carbacid Investments Plc,7.1,9.4,8.3,8.8,8.38,9,-0.62,6.89%,"5,100",-
27-Jan-20,EABL,East African Breweries Ltd,135,222.25,204,219,215.5,215,0.5,0.23%,"373,900",-
27-Jan-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,1.91,2.01,2,1.9,0.1,5.26%,"16,700",-
27-Jan-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.5,12.5,12.5,12.5,-,-,-,-
27-Jan-20,UNGA,Unga Group Ltd,26.1,36.5,31,31,31,31,-,-,-,-
27-Jan-20,SCOM,Safaricom Plc,23.5,33.5,30,31.5,30.7,31.3,-0.6,1.92%,"3,957,800",-
27-Jan-20,FAHR,Stanlib Fahari Income-REIT,5.5,10,8.86,9,8.98,9.06,-0.08,0.88%,"28,000",-
27-Jan-20,GLD,ABSA NewGold ETF,"1,235.00","1,860.00","1,520.00","1,520.00","1,520.00","1,470.00",50,3.40%,100,-
27-Jan-20,^FNK15,FTSE NSE Kenya 15 Index,154.41,227.73,215.39,219.72,217.98,219.15,-1.17,0.53%,-,-
27-Jan-20,^FNK25,FTSE NSE Kenya 25 Index,162.87,238.71,223.19,227.81,225.36,227.37,-2.01,0.88%,-,-
27-Jan-20,^N20I,NSE 20-Share Index,"1,873.47","2,766.77","2,632.48","2,632.48","2,632.48","2,642.50",-10.02,0.38%,-,-
27-Jan-20,^N25I,NSE 25-Share Index,"2,943.60","4,207.90","4,046.98","4,046.98","4,046.98","4,075.32",-28.34,0.70%,-,-
27-Jan-20,^NASI,NSE All-Share Index,124.3,171.36,163.26,163.26,163.26,164.98,-1.72,1.04%,-,-
27-Jan-20,^ZKEQTK,Zamara Kenya Equity Index (KES),"1,513.07","2,242.89","2,150.78","2,150.78","2,150.78","2,163.19",-12.41,0.57%,-,-
27-Jan-20,^ZKEQTU,Zamara Kenya Equity Index (USD),"1,225.28","1,905.40","1,835.31","1,835.31","1,835.31","1,845.90",-10.59,0.57%,-,-
28-Jan-20,EGAD,Eaagads Ltd,8.2,14,10.05,10.05,10.05,10.05,-,-,-,-
28-Jan-20,KUKZ,Kakuzi Plc,300,423.5,310,310,310,310,-,-,100,-
28-Jan-20,KAPC,Kapchorua Tea Kenya Plc,59,95,77.5,77.5,77.5,77.5,-,-,300,-
28-Jan-20,LIMT,Limuru Tea Plc,385,475,440,440,440,440,-,-,-,-
28-Jan-20,SASN,Sasini Plc,14.8,19,17.5,18,17.8,18,-0.2,1.11%,500,-
28-Jan-20,WTK,Williamson Tea Kenya Plc,92,165,133,133,133,132.25,0.75,0.57%,400,-
28-Jan-20,CGEN,Car and General (K) Ltd,20,26,26,26,26,24,2,8.33%,100,-
28-Jan-20,ABSA,ABSA Bank Kenya Plc,8.96,14.2,12.95,13.1,13,13.05,-0.05,0.38%,"399,400",-
28-Jan-20,BKG,BK Group Plc,16.4,28,22.7,22.7,22.7,22.7,-,-,"1,000",-
28-Jan-20,COOP,Co-operative Bank of Kenya Ltd,10.5,17,15,15.6,15.4,15.55,-0.15,0.96%,"2,242,000",-
28-Jan-20,DTK,Diamond Trust Bank Kenya Ltd,67,127,114.5,115,115,115,-,-,"1,800",-
28-Jan-20,EQTY,Equity Group Holdings Plc,30.5,55.5,50.5,51.25,50.75,51,-0.25,0.49%,"3,395,700",-
28-Jan-20,HFCK,HF Group Ltd,3.49,7.9,5.7,6,5.72,5.72,-,-,"25,500",-
28-Jan-20,IMH,I & M Holdings Plc,43.1,59,57,57.5,57,57.25,-0.25,0.44%,"27,600",-
28-Jan-20,KCB,KCB Group Plc,33.75,55.5,51.75,52.75,52,52,-,-,"362,500",-
28-Jan-20,NBK,National Bank of Kenya Ltd,3.4,4.33,4.12,4.12,4.12,4.12,-,-,-,-
28-Jan-20,NCBA,NCBA Group Plc,24.9,40,36.05,36.5,36.3,36.3,-,-,"64,900",-
28-Jan-20,SBIC,Stanbic Holdings Plc,76,118.5,106,107,106.75,101.25,5.5,5.43%,600,-
28-Jan-20,SCBK,Standard Chartered Bank Kenya Ltd,155,220,204,208,207.25,205,2.25,1.10%,"4,700",-
28-Jan-20,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
28-Jan-20,EVRD,Eveready East Africa Ltd,0.75,1.28,1.14,1.24,1.21,1.14,0.07,6.14%,600,-
28-Jan-20,XPRS,Express Kenya Plc,3.5,7.34,6.26,6.26,6.26,6.26,-,-,-,-
28-Jan-20,KQ,Kenya Airways Plc,0.8,4.98,2.3,2.55,2.46,2.38,0.08,3.36%,"203,400",-
28-Jan-20,LKL,Longhorn Publishers Plc,4.26,8.2,6.1,6.18,6.1,6.12,-0.02,0.33%,"3,200",-
28-Jan-20,NBV,Nairobi Business Ventures Ltd,0.49,0.99,0.72,0.77,0.76,0.7,0.06,8.57%,"2,100",-
28-Jan-20,NMG,Nation Media Group Plc,11.4,48,33,37.45,34.6,35.1,-0.5,1.42%,"50,800",-
28-Jan-20,SMER,Sameer Africa Plc,1.91,4.69,2.7,2.7,2.7,2.7,-,-,400,-
28-Jan-20,SGL,Standard Group Plc,18,31,26.95,26.95,26.95,26.95,-,-,-,-
28-Jan-20,TPSE,TPS Eastern Africa (Serena) Ltd,11.5,21.15,17.6,17.6,17.6,17.65,-0.05,0.28%,"14,800",-
28-Jan-20,UCHM,Uchumi Supermarket Plc,0.23,0.4,0.28,0.28,0.28,0.27,0.01,3.70%,"66,200",-
28-Jan-20,SCAN,WPP ScanGroup Plc,11,25,18.5,18.65,18.65,18.6,0.05,0.27%,"10,100",-
28-Jan-20,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
28-Jan-20,BAMB,Bamburi Cement Ltd,24.9,115,70.5,70.5,70.5,70.25,0.25,0.36%,"1,400",-
28-Jan-20,CRWN,Crown Paints Kenya Plc,45,85,66,66,66,66,-,-,-,-
28-Jan-20,CABL,East African Cables Ltd,1.44,3.98,2.37,2.37,2.37,2.37,-,-,-,-
28-Jan-20,PORT,East African Portland Cement Ltd,12.6,18.5,13,13,13,13,-,-,300,-
28-Jan-20,KEGN,Kenya Electricity Generating Company Plc,4,6.3,5.56,5.64,5.6,5.6,-,-,"215,300",-
28-Jan-20,KPLC-P4,KPLC-P4,5,5,5,5,5,5,-,-,-,-
28-Jan-20,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
28-Jan-20,KPLC,Kenya Power and Lighting Company Plc,1.63,4.1,2.8,2.95,2.83,2.91,-0.08,2.75%,"520,200",-
28-Jan-20,TOTL,Total Kenya Ltd,22,30,27.8,27.8,27.8,28.2,-0.4,1.42%,400,-
28-Jan-20,UMME,Umeme Ltd,5.68,8.6,8,8,8,8.2,-0.2,2.44%,"27,800",-
28-Jan-20,BRIT,Britam Holdings Plc,5.7,10.65,9.2,9.48,9.28,9.32,-0.04,0.43%,"53,900",-
28-Jan-20,CIC,CIC Insurance Group Ltd,2,3.65,2.86,2.95,2.92,2.86,0.06,2.10%,"77,500",-
28-Jan-20,JUB,Jubilee Holdings Ltd,225,380,360,360,360,360,-,-,"3,900",-
28-Jan-20,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,2.98,3.09,3,3,-,-,"259,500",-
28-Jan-20,LBTY,Liberty Kenya Holdings Ltd,6.8,10.95,10.35,10.35,10.35,10,0.35,3.50%,"23,500",-
28-Jan-20,SLAM,Sanlam Kenya Plc,12.8,19.5,18,18,18,18,-,-,200,-
28-Jan-20,CTUM,Centum Investment Company Plc,19.6,33.5,28.3,28.9,28.7,28.9,-0.2,0.69%,"26,600",-
28-Jan-20,HAFR,Home Afrika Ltd,0.3,0.69,0.46,0.52,0.47,0.5,-0.03,6.00%,"287,000",-
28-Jan-20,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",-,-,-,-
28-Jan-20,OCH,Olympia Capital Holdings Ltd,1.9,2.9,2.2,2.2,2.2,2.2,-,-,"186,600",-
28-Jan-20,TCL,Trans-Century Plc,1.42,4,2.5,2.5,2.5,2.31,0.19,8.23%,100,-
28-Jan-20,NSE,Nairobi Securities Exchange Plc,6.5,13,11.5,11.85,11.75,11.35,0.4,3.52%,"1,300",-
28-Jan-20,BOC,BOC Kenya Plc,53,72,63,63,63,63,-,-,-,-
28-Jan-20,BAT,British American Tobacco Kenya Plc,305,545,490,490,490,490,-,-,-,-
28-Jan-20,CARB,Carbacid Investments Plc,7.1,9.4,9,9,9,8.38,0.62,7.40%,"1,000",-
28-Jan-20,EABL,East African Breweries Ltd,135,222.25,212,215,214.75,215.5,-0.75,0.35%,"122,100",-
28-Jan-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,2,2,2,2,-,-,"5,100",-
28-Jan-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.5,12.5,12.5,12.5,-,-,-,-
28-Jan-20,UNGA,Unga Group Ltd,26.1,36.5,31,31,31,31,-,-,-,-
28-Jan-20,SCOM,Safaricom Plc,23.5,33.5,29.75,30.5,29.95,30.7,-0.75,2.44%,"1,572,800",-
28-Jan-20,FAHR,Stanlib Fahari Income-REIT,5.5,10,8.88,9.7,9.06,8.98,0.08,0.89%,"10,300",-
28-Jan-20,GLD,ABSA NewGold ETF,"1,235.00","1,860.00","1,520.00","1,520.00","1,520.00","1,520.00",-,-,-,-
28-Jan-20,^FNK15,FTSE NSE Kenya 15 Index,154.41,227.73,214.86,217.98,216.28,217.98,-1.7,0.78%,-,-
28-Jan-20,^FNK25,FTSE NSE Kenya 25 Index,162.87,238.71,221.77,225.36,222.83,225.36,-2.53,1.12%,-,-
28-Jan-20,^N20I,NSE 20-Share Index,"1,873.47","2,766.77","2,630.47","2,630.47","2,630.47","2,632.48",-2.01,0.08%,-,-
28-Jan-20,^N25I,NSE 25-Share Index,"2,943.60","4,207.90","4,021.20","4,021.20","4,021.20","4,046.98",-25.78,0.64%,-,-
28-Jan-20,^NASI,NSE All-Share Index,124.3,171.36,161.32,161.32,161.32,163.26,-1.94,1.19%,-,-
28-Jan-20,^ZKEQTK,Zamara Kenya Equity Index (KES),"1,513.07","2,242.89","2,135.13","2,135.13","2,135.13","2,150.78",-15.65,0.73%,-,-
28-Jan-20,^ZKEQTU,Zamara Kenya Equity Index (USD),"1,225.28","1,905.40","1,821.95","1,821.95","1,821.95","1,835.31",-13.36,0.73%,-,-
29-Jan-20,EGAD,Eaagads Ltd,8.2,14,10.05,10.05,10.05,10.05,-,-,-,-
29-Jan-20,KUKZ,Kakuzi Plc,300,423.5,340,340,340,310,30,9.68%,100,-
29-Jan-20,KAPC,Kapchorua Tea Kenya Plc,59,95,77.5,77.5,77.5,77.5,-,-,400,-
29-Jan-20,LIMT,Limuru Tea Plc,385,475,440,440,440,440,-,-,-,-
29-Jan-20,SASN,Sasini Plc,14.8,19.6,17.8,17.8,17.8,17.8,-,-,-,-
29-Jan-20,WTK,Williamson Tea Kenya Plc,92,165,133,133,133,133,-,-,100,-
29-Jan-20,CGEN,Car and General (K) Ltd,20,26,24,24,24,26,-2,7.69%,500,-
29-Jan-20,ABSA,ABSA Bank Kenya Plc,9,14.2,12.95,13.1,13,13,-,-,"71,700",-
29-Jan-20,BKG,BK Group Plc,16.4,28,22.65,22.7,22.65,22.7,-0.05,0.22%,"2,222,500",-
29-Jan-20,COOP,Co-operative Bank of Kenya Ltd,10.5,17,14.85,15.5,15.4,15.4,-,-,"1,607,600",-
29-Jan-20,DTK,Diamond Trust Bank Kenya Ltd,67.75,127,112,115,113.5,115,-1.5,1.30%,"17,900",-
29-Jan-20,EQTY,Equity Group Holdings Plc,30.5,55.5,49.75,50.5,50.5,50.75,-0.25,0.49%,"1,300,000",-
29-Jan-20,HFCK,HF Group Ltd,3.49,7.9,5.7,6,5.76,5.72,0.04,0.70%,"6,300",-
29-Jan-20,IMH,I & M Holdings Plc,43.1,59,56.5,56.75,56.5,57,-0.5,0.88%,"3,700",-
29-Jan-20,KCB,KCB Group Plc,33.75,55.5,52,52.5,52.25,52,0.25,0.48%,"1,471,100",-
29-Jan-20,NBK,National Bank of Kenya Ltd,3.4,4.33,4.12,4.12,4.12,4.12,-,-,-,-
29-Jan-20,NCBA,NCBA Group Plc,24.9,40,36.2,36.3,36.3,36.3,-,-,"42,000",-
29-Jan-20,SBIC,Stanbic Holdings Plc,76.5,118.5,105,105.25,105.25,106.75,-1.5,1.41%,"6,500",-
29-Jan-20,SCBK,Standard Chartered Bank Kenya Ltd,160,220,205,205,205,207.25,-2.25,1.09%,"2,400",-
29-Jan-20,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
29-Jan-20,EVRD,Eveready East Africa Ltd,0.75,1.28,1.1,1.2,1.16,1.21,-0.05,4.13%,500,-
29-Jan-20,XPRS,Express Kenya Plc,4,7.34,6.26,6.26,6.26,6.26,-,-,-,-
29-Jan-20,KQ,Kenya Airways Plc,0.8,5.5,2.4,2.57,2.48,2.46,0.02,0.81%,"16,000",-
29-Jan-20,LKL,Longhorn Publishers Plc,4.26,8.6,6.06,6.18,6.08,6.1,-0.02,0.33%,"4,000",-
29-Jan-20,NBV,Nairobi Business Ventures Ltd,0.49,0.99,0.76,0.76,0.76,0.76,-,-,200,-
29-Jan-20,NMG,Nation Media Group Plc,13,49,34.85,37,35.1,34.6,0.5,1.45%,"2,400",-
29-Jan-20,SMER,Sameer Africa Plc,1.91,4.69,2.56,2.65,2.57,2.7,-0.13,4.81%,"1,600",-
29-Jan-20,SGL,Standard Group Plc,18,31,26.95,26.95,26.95,26.95,-,-,-,-
29-Jan-20,TPSE,TPS Eastern Africa (Serena) Ltd,11.5,21.15,17.6,17.6,17.6,17.6,-,-,-,-
29-Jan-20,UCHM,Uchumi Supermarket Plc,0.23,0.46,0.28,0.28,0.28,0.28,-,-,"2,700",-
29-Jan-20,SCAN,WPP ScanGroup Plc,10.75,25,16.8,18,16.85,18.65,-1.8,9.65%,"4,600",-
29-Jan-20,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
